row_id,id,label,label_name,channel,category,subcategory,subject,body,raw_text,model_text,reason,requested_action,length_bucket,typo_level,obfuscation_type,url_type,attachment_flag,language_style,tone,template_group_id,pair_id,source_type,source_note,generation_batch,review_status,char_length,email_format,hard_negative_flag,template_family_id,generation_model,prompt_family,auto_audit_status,split_group_id,split,change_type,change_reason
2871,EMAIL_S01B_PWD_040,1,spam_or_fraud,email,S01_계정정보_탈취_피싱,가짜 비밀번호 변경,,"가짜 승인: https://example.invalid/notice?ref=mail&utm_source=notice
시스템 관리자 요청으로 비밀번호 재확인이 필요합니다. 지금 링크에서 입력해 주세요. 링크:  궁금하신 점 있으면 말씀…","가짜 승인: https://example.invalid/notice?ref=mail&utm_source=notice
시스템 관리자 요청으로 비밀번호 재확인이 필요합니다. 지금 링크에서 입력해 주세요. 링크:  궁금하신 점 있으면 말씀…","가짜 승인: [URL]
시스템 관리자 요청으로 비밀번호 재확인이 필요합니다. 지금 링크에서 입력해 주세요. 링크:  궁금하신 점 있으면 말씀…",관리자 사칭 비밀번호 탈취,enter_credential,31-80,none,none,tracking,False,korean,formal,TFAM_04554_G01,,ai_generated,"Claude batch S01_02, prompt version 2.0",S01_02,pending,79,body_only,False,TFAM_04554,Claude,,auto_pass,SGRP_04185,valid,corrected,metadata_token_consistency_fix; compact_boilerplate_diversified
2872,EMAIL_S09C_UPD_015,1,spam_or_fraud,email,S09_악성앱_원격제어_기술지원,가짜 보안 업데이트,백신 라이선스 갱신 필요,백신 라이선스가 만료되었습니다. 지금 링크에서 갱신 프로그램을 설치해 주세요. 바쁘시겠지만 확인 부탁드립니다.,"제목: 백신 라이선스 갱신 필요
본문: 백신 라이선스가 만료되었습니다. 지금 링크에서 갱신 프로그램을 설치해 주세요. 바쁘시겠지만 확인 부탁드립니다.","제목: 백신 라이선스 갱신 필요
본문: 백신 라이선스가 만료되었습니다. 지금 링크에서 갱신 프로그램을 설치해 주세요. 바쁘시겠지만 확인 부탁드립니다.",백신 라이선스 사칭,install_software,81-200,none,none,none,False,korean,formal,TFAM_06054_G01,,ai_generated,"Claude batch S09_03, prompt version 2.0",S09_03,pending,83,subject_body,False,TFAM_06054,Claude,,auto_pass,SGRP_05654,train,unchanged,
2873,EMAIL_S11_ROM_039,1,spam_or_fraud,email,S11_로맨스_선입금_해외송금_사기,친밀감 형성 후 송금,긴급 보석금 도움 요청,해외에서 억울하게 구금되어 보석금이 필요합니다. 지정 계좌로 도움을 부탁드립니다. 궁금하신 점 있으면 말씀해 주세요.,"제목: 긴급 보석금 도움 요청
본문: 해외에서 억울하게 구금되어 보석금이 필요합니다. 지정 계좌로 도움을 부탁드립니다. 궁금하신 점 있으면 말씀해 주세요.","제목: 긴급 보석금 도움 요청
본문: 해외에서 억울하게 구금되어 보석금이 필요합니다. 지정 계좌로 도움을 부탁드립니다. 궁금하신 점 있으면 말씀해 주세요.",보석금 명목 긴급 송금 요구,transfer_money,81-200,none,none,none,False,korean_english,formal,TFAM_06537_G01,,ai_generated,"Claude batch S11_01, prompt version 2.0",S11_01,pending,86,subject_body,False,TFAM_06537,Claude,,auto_pass,SGRP_06133,train,unchanged,
2874,EMAIL_N04B_CARD_019,0,normal,email,N04_금융_은행_안내,카드 사용 알림,연회비 결제 안내,카드 연회비가 정상적으로 결제되었습니다. 바쁘시겠지만 확인 부탁드립니다.,"제목: 연회비 결제 안내
본문: 카드 연회비가 정상적으로 결제되었습니다. 바쁘시겠지만 확인 부탁드립니다.","제목: 연회비 결제 안내
본문: 카드 연회비가 정상적으로 결제되었습니다. 바쁘시겠지만 확인 부탁드립니다.",정상 연회비 결제 통지,information,31-80,none,none,none,False,korean_english,formal,TFAM_02130_G01,,ai_generated,"Claude batch N04_02, prompt version 2.0",N04_02,pending,58,subject_body,False,TFAM_02130,Claude,,auto_pass,SGRP_01861,valid,unchanged,
2875,EMAIL_N12_FILE_009,0,normal,email,N12_첨부파일_파일공유_전자서명,정상 첨부파일 전달,회의록 첨부,"어제 회의록을 정리해 [ATTACHMENT]로 첨부드립니다. 확인 부탁드립니다. 링크:
공식 확인 주소: hxxps://example[.]invalid/notice?ref=mail&utm_source=notice","제목: 회의록 첨부
본문: 어제 회의록을 정리해 [ATTACHMENT]로 첨부드립니다. 확인 부탁드립니다. 링크:
공식 확인 주소: hxxps://example[.]invalid/notice?ref=mail&utm_source=notice","제목: 회의록 첨부
본문: 어제 회의록을 정리해 [ATTACHMENT]로 첨부드립니다. 확인 부탁드립니다. 링크:
공식 확인 주소: [URL]",정상 회의록 공유,open_attachment,31-80,strong,url_obfuscation,tracking,True,korean,formal,TFAM_03766_G01,,ai_generated,"Claude batch N12_01, prompt version 2.0",N12_01,pending,79,subject_body,True,TFAM_03766,Claude,,auto_pass,SGRP_03421,train,rewrite_surface_cleanup,surface_artifact_cleanup
2876,EMAIL_S05D_SUBS_022,1,spam_or_fraud,email,S05_정부기관_세금_환급_사칭,지원금·보조금 사칭,고용지원금 신청 안내,고용지원금 대상자로 확.인되었습니다. 지금 링크에서 사업자정보와 계좌를 입력해 신청하세요. 감사합니다.,"제목: 고용지원금 신청 안내
본문: 고용지원금 대상자로 확.인되었습니다. 지금 링크에서 사업자정보와 계좌를 입력해 신청하세요. 감사합니다.","제목: 고용지원금 신청 안내
본문: 고용지원금 대상자로 확.인되었습니다. 지금 링크에서 사업자정보와 계좌를 입력해 신청하세요. 감사합니다.",고용지원금 사칭 정보 탈취,enter_credential,31-80,strong,special_character,none,False,english,formal,TFAM_05365_G01,,ai_generated,"Claude batch S05_04, prompt version 2.0",S05_04,pending,77,subject_body,False,TFAM_05365,Claude,,auto_pass,SGRP_04974,train,unchanged,
2877,EMAIL_S12_FAM_029,1,spam_or_fraud,email,S12_가족_지인_임직원_사칭,휴대전화 번호 변경,인사팀 담당자입니다 ⚠️,급여계좌 인증이 필요합니다. 계좌 비.밀.번.호를 회신해 주시면 처리하겠습니다. 감사합니다.,"제목: 인사팀 담당자입니다 ⚠️
본문: 급여계좌 인증이 필요합니다. 계좌 비.밀.번.호를 회신해 주시면 처리하겠습니다. 감사합니다.","제목: 인사팀 담당자입니다 ⚠️
본문: 급여계좌 인증이 필요합니다. 계좌 비.밀.번.호를 회신해 주시면 처리하겠습니다. 감사합니다.",인사팀 사칭 계좌 비밀번호 회신 요구,reply,31-80,strong,multiple,none,False,korean,formal,TFAM_06706_G01,,ai_generated,"Claude batch S12_01, prompt version 2.0",S12_01,pending,73,subject_body,False,TFAM_06706,Claude,,auto_pass,SGRP_06298,train,unchanged,
2878,EMAIL_N06_RSV_022,0,normal,email,N06_예약_구독_서비스이용,호텔·항공·식당 예약,항공권 예약 확인 안내,항공권 예약이 완료되었습니다. 탑승 3시간 전 공항에 도착해 주세요. 감사합니다.,"제목: 항공권 예약 확인 안내
본문: 항공권 예약이 완료되었습니다. 탑승 3시간 전 공항에 도착해 주세요. 감사합니다.","제목: 항공권 예약 확인 안내
본문: 항공권 예약이 완료되었습니다. 탑승 3시간 전 공항에 도착해 주세요. 감사합니다.",정상 항공 예약 확인,information,31-80,none,none,none,False,korean,formal,TFAM_02649_G01,,ai_generated,"Claude batch N06_01, prompt version 2.0",N06_01,pending,66,subject_body,False,TFAM_02649,Claude,,auto_pass,SGRP_02347,valid,unchanged,
2879,EMAIL_N03D_EXCH_011,0,normal,email,N03_쇼핑_주문_결제,교환·반품 안내,교환 신청 접수 안내,교환 신청이 접수되었습니다. 상품 수거 후 순차적으로 처리됩니다. 바쁘시겠지만 확인 부탁드립니다.,"제목: 교환 신청 접수 안내
본문: 교환 신청이 접수되었습니다. 상품 수거 후 순차적으로 처리됩니다. 바쁘시겠지만 확인 부탁드립니다.","제목: 교환 신청 접수 안내
본문: 교환 신청이 접수되었습니다. 상품 수거 후 순차적으로 처리됩니다. 바쁘시겠지만 확인 부탁드립니다.",정상 교환 접수,information,31-80,none,none,none,False,korean,formal,TFAM_02028_G01,,ai_generated,"Claude batch N03_04, prompt version 2.0",N03_04,pending,74,subject_body,False,TFAM_02028,Claude,,auto_pass,SGRP_01764,train,unchanged,
2880,EMAIL_S05D_SUBS_049,1,spam_or_fraud,email,S05_정부기관_세금_환급_사칭,지원금·보조금 사칭,지원금 지급 대상 - 즉시 확인,"지원금 지급 대상자로 선정되었습니다. 계좌정보와 처리 수수료를 등록해야 지급됩니다.
지원금 보조금 사칭 확인이 끝나기 전에 안내된 계좌로 입금해 주세요.
지원금 보조금 사칭 처리를 위해 안내된 절차를 지금 완료해 주세요.
지원금 보조금 사칭 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
지원금 보조금 사칭 확인이 끝날 때까지 다른 창을 열지 마세요.
완료 후 반드시 회신해 주세요.
처리번호 S05-02880를 입력하면 요청을 바로 완료할 수 있습니다.","제목: 지원금 지급 대상 - 즉시 확인
본문: 지원금 지급 대상자로 선정되었습니다. 계좌정보와 처리 수수료를 등록해야 지급됩니다.
지원금 보조금 사칭 확인이 끝나기 전에 안내된 계좌로 입금해 주세요.
지원금 보조금 사칭 처리를 위해 안내된 절차를 지금 완료해 주세요.
지원금 보조금 사칭 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
지원금 보조금 사칭 확인이 끝날 때까지 다른 창을 열지 마세요.
완료 후 반드시 회신해 주세요.
처리번호 S05-02880를 입력하면 요청을 바로 완료할 수 있습니다.","제목: 지원금 지급 대상 - 즉시 확인
본문: 지원금 지급 대상자로 선정되었습니다. 계좌정보와 처리 수수료를 등록해야 지급됩니다.
지원금 보조금 사칭 확인이 끝나기 전에 안내된 계좌로 입금해 주세요.
지원금 보조금 사칭 처리를 위해 안내된 절차를 지금 완료해 주세요.
지원금 보조금 사칭 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
지원금 보조금 사칭 확인이 끝날 때까지 다른 창을 열지 마세요.
완료 후 반드시 회신해 주세요.
처리번호 S05-02880를 입력하면 요청을 바로 완료할 수 있습니다.",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,transfer_money,201-500,none,none,none,False,korean,formal,TFAM_05390_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_S05_01,pending,285,subject_body,False,TFAM_05390,ChatGPT,FINAL_S05_지원금·보조금 사칭_V1,auto_pass,SGRP_04999,valid,corrected,스팸 81~200자 과다 완화 및 짧은·장문 범위 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
2881,EMAIL_S14B_REF_044,1,spam_or_fraud,email,S14_구독_환불_고객센터_사기,가짜 환불,즉시 https://example.invalid/official 카드인증,,즉시 https://example.invalid/official 카드인증,즉시 [URL] 카드인증,사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,install_software,10-30,none,none,normal,False,korean,formal,TFAM_06944_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_S14_01,pending,13,subject_only,False,TFAM_06944,ChatGPT,FINAL_S14_가짜 환불_V1,auto_pass,SGRP_06528,train,rewrite_rebalance,스팸 81~200자 과다 완화 및 짧은·장문 범위 보강; final_quality_compact_rewrite
2882,EMAIL_N07_TAX_012,0,normal,email,N07_세금계산서_인보이스,세금계산서 발행,세금계산서 재발행 요청 (사업자번호 오류),사업자등록번호 오류로 세금계산서 재발핸을 요청드립니다. 정정된 사업자번호를 [ATTACHMENT]로 첨부합니다.,"제목: 세금계산서 재발행 요청 (사업자번호 오류)
본문: 사업자등록번호 오류로 세금계산서 재발핸을 요청드립니다. 정정된 사업자번호를 [ATTACHMENT]로 첨부합니다.","제목: 세금계산서 재발행 요청 (사업자번호 오류)
본문: 사업자등록번호 오류로 세금계산서 재발핸을 요청드립니다. 정정된 사업자번호를 [ATTACHMENT]로 첨부합니다.",정상적인 세금계산서/인보이스 업무 처리 요청이며 민감정보를 이메일 회신으로 요구하지 않음,submit_document,81-200,none,none,none,True,korean_english,formal,TFAM_02831_G01,,ai_generated,"Claude batch N07_01, prompt version 2.0",N07_01,pending,94,subject_body,True,TFAM_02831,Claude,,auto_pass,SGRP_02527,valid,unchanged,
2883,EMAIL_S01_ACC_047,1,spam_or_fraud,email,S01_계정정보_탈취_피싱,계정 정지 사칭,계정 접근 제한 경고,규정 위반으로 계정 접근이 제한되었습니다. 지금 인증하지 않으면 데이터가 삭제됩니다. ㅎㅎ 잘 부탁드립니다.,"제목: 계정 접근 제한 경고
본문: 규정 위반으로 계정 접근이 제한되었습니다. 지금 인증하지 않으면 데이터가 삭제됩니다. ㅎㅎ 잘 부탁드립니다.","제목: 계정 접근 제한 경고
본문: 규정 위반으로 계정 접근이 제한되었습니다. 지금 인증하지 않으면 데이터가 삭제됩니다. ㅎㅎ 잘 부탁드립니다.",위협적 문구로 즉시 인증 유도,enter_credential,31-80,none,none,none,False,casual_mixed,formal,TFAM_04700_G01,,ai_generated,"Claude batch S01_01, prompt version 2.0",S01_01,pending,80,subject_body,False,TFAM_04700,Claude,,auto_pass,SGRP_04326,train,unchanged,
2884,EMAIL_S02_OTP_019,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,OTP 회신 요구,OTP 본인 확인 관련 최종 통보,"OTP 접속 https://example.invalid/official
계정 확인(check)을 위해 방금 받은 OTP를 이 메일에 회신해 주…","제목: OTP 본인 확인 관련 최종 통보
본문: OTP 접속 https://example.invalid/official
계정 확인(check)을 위해 방금 받은 OTP를 이 메일에 회신해 주…","제목: OTP 본인 확인 관련 최종 통보
본문: OTP 접속 [URL]
계정 확인(check)을 위해 방금 받은 OTP를 이 메일에 회신해 주…",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,reply,31-80,none,none,normal,False,korean_english,formal,TFAM_04862_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_S02_01,pending,80,subject_body,False,TFAM_04862,ChatGPT,FINAL_S02_OTP 회신 요구_V1,auto_pass,SGRP_04485,valid,corrected,스팸 81~200자 과다 완화 및 짧은·장문 범위 보강; final_quality_scenario_rewrite; metadata_token_consistency_fix; compact_boilerplate_diversified
2885,EMAIL_N08C_WELF_015,0,normal,email,N08_급여_인사_복지,복지·보험 안내,동호회 지원비 안내,사내 동호회 지원비 신청이 시작되었습니다. 바쁘시겠지만 check 부탁드립니다.,"제목: 동호회 지원비 안내
본문: 사내 동호회 지원비 신청이 시작되었습니다. 바쁘시겠지만 check 부탁드립니다.","제목: 동호회 지원비 안내
본문: 사내 동호회 지원비 신청이 시작되었습니다. 바쁘시겠지만 check 부탁드립니다.",정상 동호회 지원 안내,information,31-80,light,mixed_language,none,False,english,formal,TFAM_02929_G01,,ai_generated,"Claude batch N08_03, prompt version 2.0",N08_03,pending,63,subject_body,False,TFAM_02929,Claude,,auto_pass,SGRP_02610,train,unchanged,
2886,EMAIL_N16_DOC_022,0,normal,email,N16_장문_공식문서형,정책 변경,개인정보 처리방침 개정 안내,개인정보 처리방침이 일부 개정됩니다. 수집하는 개인정보 항목과 보유 기간이 변경되었으니 첨부된 신구조문 대비표를 확인해 주시기 바랍니다. 변경 사항에 동의하지 않으실 경우 회원 탈퇴를 진행하실 수 있습니다. 감사합니다.,"제목: 개인정보 처리방침 개정 안내
본문: 개인정보 처리방침이 일부 개정됩니다. 수집하는 개인정보 항목과 보유 기간이 변경되었으니 첨부된 신구조문 대비표를 확인해 주시기 바랍니다. 변경 사항에 동의하지 않으실 경우 회원 탈퇴를 진행하실 수 있습니다. 감사합니다.","제목: 개인정보 처리방침 개정 안내
본문: 개인정보 처리방침이 일부 개정됩니다. 수집하는 개인정보 항목과 보유 기간이 변경되었으니 첨부된 신구조문 대비표를 확인해 주시기 바랍니다. 변경 사항에 동의하지 않으실 경우 회원 탈퇴를 진행하실 수 있습니다. 감사합니다.",정상 개인정보처리방침 개정 안내,information,81-200,none,none,none,False,korean,formal,TFAM_04405_G01,,ai_generated,"Claude batch N16_01, prompt version 2.0",N16_01,pending,146,subject_body,False,TFAM_04405,Claude,,auto_pass,SGRP_04039,train,unchanged,
2887,EMAIL_S06_SHIP_020,1,spam_or_fraud,email,S06_배송_택배_통관_사칭,주소 오류 사칭,,보관료 수수료납부!!,보관료 수수료납부!!,보관료 수수료납부!!,사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,payment,10-30,strong,homoglyph,none,False,korean,formal,TFAM_05597_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_S06_01,pending,11,body_only,False,TFAM_05597,ChatGPT,FINAL_S06_주소 오류 사칭_V1,auto_pass,SGRP_05204,train,rewrite_rebalance,스팸 81~200자 과다 완화 및 짧은·장문 범위 보강; final_quality_compact_rewrite
2888,EMAIL_S13B_GAMB_034,1,spam_or_fraud,email,S13_불법_비동의_광고,불법 도박 광고,RE: 신규 가입 배당 혜택 ✅,"> 이전 안내
처리 수수료를 먼저 결제해 주세요. https://example.invalid/notice?ref=mail&utm_source=notice","제목: RE: 신규 가입 배당 혜택 ✅
본문: > 이전 안내
처리 수수료를 먼저 결제해 주세요. https://example.invalid/notice?ref=mail&utm_source=notice","제목: RE: 신규 가입 배당 혜택 ✅
본문: > 이전 안내
처리 수수료를 먼저 결제해 주세요. [URL]",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,payment,31-80,light,emoji,tracking,False,korean,promotional,TFAM_06758_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_S13_01,pending,59,reply_forward,False,TFAM_06758,ChatGPT,FINAL_S13_불법 도박 광고_V1,auto_pass,SGRP_06348,valid,rewrite_rebalance,스팸 81~200자 과다 완화 및 짧은·장문 범위 보강; final_quality_scenario_rewrite; reply_forward_31_substantive_fix
2889,EMAIL_S12C_CLIENT_039,1,spam_or_fraud,email,S12_가족_지인_임직원_사칭,거래처·고객 사칭,"장기 고객입니다, 부탁이 있어요",오랫동안 이용해온 고객입니다. 급한 사정으로 도움을 요청드립니다. 궁금하신 점 있으면 말씀해 주세요.,"제목: 장기 고객입니다, 부탁이 있어요
본문: 오랫동안 이용해온 고객입니다. 급한 사정으로 도움을 요청드립니다. 궁금하신 점 있으면 말씀해 주세요.","제목: 장기 고객입니다, 부탁이 있어요
본문: 오랫동안 이용해온 고객입니다. 급한 사정으로 도움을 요청드립니다. 궁금하신 점 있으면 말씀해 주세요.",장기고객 사칭 금전 요구,transfer_money,81-200,none,none,none,False,korean,formal,TFAM_06626_G01,,ai_generated,"Claude batch S12_03, prompt version 2.0",S12_03,pending,82,subject_body,False,TFAM_06626,Claude,,auto_pass,SGRP_06219,train,unchanged,
2890,EMAIL_N02B_REQ_017,0,normal,email,N02_일반_업무_이메일,업무 요청·회신,상품권 구매 처리 결과,상품권 구매 절차가 완료되었습니다. 변경이 필요하면 기존 연락처로 문의해 주세요.,"제목: 상품권 구매 처리 결과
본문: 상품권 구매 절차가 완료되었습니다. 변경이 필요하면 기존 연락처로 문의해 주세요.","제목: 상품권 구매 처리 결과
본문: 상품권 구매 절차가 완료되었습니다. 변경이 필요하면 기존 연락처로 문의해 주세요.",정상 진행상황 문의,reply,31-80,none,none,none,False,korean,formal,TFAM_01759_G01,PAIR_FINAL_IMPERSONATION_018,ai_generated,"Claude batch N02_02, prompt version 2.0",N02_02,pending,66,subject_body,False,TFAM_01759,Claude,,auto_pass,SGRP_01506,train,rewrite_pair_reassigned,final_semantic_pair_rebuild
2891,EMAIL_N16B_TERM_003,0,normal,email,N16_장문_공식문서형,계약·약관 안내,위탁계약 조건 안내,"위탁 계약 조건을 안내드립니다. 계약 기간, 수수료율, 해지 조건 등 주요 내용은 첨부된 계약서를 참고해 주시기 바라며, 검토 후 이견이 있으시면 영업일 기준 7일 이내 회신 부탁드립니다. 계약 약관 안내 상세 내용은 등록된 공식 안내에서 확인해 주세요.
계약 약관 안내 공식 확인 페이지: https://example.invalid/official","제목: 위탁계약 조건 안내
본문: 위탁 계약 조건을 안내드립니다. 계약 기간, 수수료율, 해지 조건 등 주요 내용은 첨부된 계약서를 참고해 주시기 바라며, 검토 후 이견이 있으시면 영업일 기준 7일 이내 회신 부탁드립니다. 계약 약관 안내 상세 내용은 등록된 공식 안내에서 확인해 주세요.
계약 약관 안내 공식 확인 페이지: https://example.invalid/official","제목: 위탁계약 조건 안내
본문: 위탁 계약 조건을 안내드립니다. 계약 기간, 수수료율, 해지 조건 등 주요 내용은 첨부된 계약서를 참고해 주시기 바라며, 검토 후 이견이 있으시면 영업일 기준 7일 이내 회신 부탁드립니다. 계약 약관 안내 상세 내용은 등록된 공식 안내에서 확인해 주세요.
계약 약관 안내 공식 확인 페이지: [URL]","정상 위탁계약 안내, 장문",reply,81-200,none,none,normal,False,korean,formal,TFAM_04352_G01,,ai_generated,"Claude batch N16_02, prompt version 2.0",N16_02,pending,187,subject_body,True,TFAM_04352,Claude,,auto_pass,SGRP_03986,valid,corrected,surface_artifact_cleanup; high_frequency_boilerplate_diversified
2892,EMAIL_S03D_MICRO_029,1,spam_or_fraud,email,S03_금융_카드_결제_사기,소액결제·수수료 사칭,휴대폰 결제 한도 초과 안내 확인 부탁드립니다,미확인 결제를 취소하려면 카드정보와 본인 확인 항목을 입력해야 합니다.,"제목: 휴대폰 결제 한도 초과 안내 확인 부탁드립니다
본문: 미확인 결제를 취소하려면 카드정보와 본인 확인 항목을 입력해야 합니다.","제목: 휴대폰 결제 한도 초과 안내 확인 부탁드립니다
본문: 미확인 결제를 취소하려면 카드정보와 본인 확인 항목을 입력해야 합니다.",결제한도 사칭,enter_credential,31-80,none,none,none,False,korean,formal,TFAM_05011_G01,,ai_generated,"Claude batch S03_04, prompt version 2.0",S03_04,pending,73,subject_body,False,TFAM_05011,Claude,,auto_pass,SGRP_04626,train,unchanged,
2893,EMAIL_N11C_LOCK_025,0,normal,email,N11_인증_로그인_계정알림,계정 잠금·복구 안내,보안 잠금 해제 완료 안내,"보안 목적으로 잠겼던 계정이 해제되었습니다. 계정 잠금 복구 안내 안내의 발신 부서와 처리 절차를 확인해 주세요. 감사합니다.
계정 잠금 복구 안내 공식 확인 페이지: https://example.invalid/official","제목: 보안 잠금 해제 완료 안내
본문: 보안 목적으로 잠겼던 계정이 해제되었습니다. 계정 잠금 복구 안내 안내의 발신 부서와 처리 절차를 확인해 주세요. 감사합니다.
계정 잠금 복구 안내 공식 확인 페이지: https://example.invalid/official","제목: 보안 잠금 해제 완료 안내
본문: 보안 목적으로 잠겼던 계정이 해제되었습니다. 계정 잠금 복구 안내 안내의 발신 부서와 처리 절차를 확인해 주세요. 감사합니다.
계정 잠금 복구 안내 공식 확인 페이지: [URL]",정상 잠금해제 완료,information,81-200,none,none,normal,False,korean_english,formal,TFAM_03497_G01,,ai_generated,"Claude batch N11_03, prompt version 2.0",N11_03,pending,122,subject_body,False,TFAM_03497,Claude,,auto_pass,SGRP_03152,train,corrected,surface_artifact_cleanup; high_frequency_boilerplate_diversified
2894,EMAIL_S01C_CLOUD_033,1,spam_or_fraud,email,S01_계정정보_탈취_피싱,이메일·클라우드 로그인 사칭,RE: 클라우드 동기화 오류 - 재인증 필요,"안녕하세요, 회신드립니다.
> 클라우드 동기화 오류가 발생했습니다. 아래에서 계 정 정보를 다시 입력해 재인증해 주세요. 궁금하신 점 있으면 말씀해 주세요.
확인 후 다시 연락드리겠습니다.","제목: RE: 클라우드 동기화 오류 - 재인증 필요
본문: 안녕하세요, 회신드립니다.
> 클라우드 동기화 오류가 발생했습니다. 아래에서 계 정 정보를 다시 입력해 재인증해 주세요. 궁금하신 점 있으면 말씀해 주세요.
확인 후 다시 연락드리겠습니다.","제목: RE: 클라우드 동기화 오류 - 재인증 필요
본문: 안녕하세요, 회신드립니다.
> 클라우드 동기화 오류가 발생했습니다. 아래에서 계 정 정보를 다시 입력해 재인증해 주세요. 궁금하신 점 있으면 말씀해 주세요.
확인 후 다시 연락드리겠습니다.",동기화 오류 사칭,enter_credential,81-200,light,spacing,none,False,korean,casual,TFAM_04596_G01,,ai_generated,"Claude batch S01_03, prompt version 2.0",S01_03,pending,138,reply_forward,False,TFAM_04596,Claude,,auto_pass,SGRP_04225,valid,unchanged,
2895,EMAIL_N10C_PRIV_019,0,normal,email,N10_비밀번호_보안_안내,개인정보 침해 공지,제3자 제공 내역 안내,고객님의 개인정보 제3자 제공 내역을 안내드립니다. 바쁘시겠지만 확인 부탁드립니다.,"제목: 제3자 제공 내역 안내
본문: 고객님의 개인정보 제3자 제공 내역을 안내드립니다. 바쁘시겠지만 확인 부탁드립니다.","제목: 제3자 제공 내역 안내
본문: 고객님의 개인정보 제3자 제공 내역을 안내드립니다. 바쁘시겠지만 확인 부탁드립니다.",정상 제공내역 안내,information,31-80,none,none,none,False,korean,formal,TFAM_03304_G01,,ai_generated,"Claude batch N10_03, prompt version 2.0",N10_03,pending,67,subject_body,False,TFAM_03304,Claude,,auto_pass,SGRP_02970,train,unchanged,
2896,EMAIL_S02C_INPUT_008,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,인증번호 입력 요구,RE: 이체 승인 인증번호 안내,"안녕하세요, 회신드립니다.
> 이체 승인을 위해 인증번호 입력이 필요합니다. 지금 링크에서 진행해 주세요.
홧인 후 다시 연락드리겠습니다.","제목: RE: 이체 승인 인증번호 안내
본문: 안녕하세요, 회신드립니다.
> 이체 승인을 위해 인증번호 입력이 필요합니다. 지금 링크에서 진행해 주세요.
홧인 후 다시 연락드리겠습니다.","제목: RE: 이체 승인 인증번호 안내
본문: 안녕하세요, 회신드립니다.
> 이체 승인을 위해 인증번호 입력이 필요합니다. 지금 링크에서 진행해 주세요.
홧인 후 다시 연락드리겠습니다.",이체승인 사칭 인증번호 요구,enter_credential,81-200,light,misspelling,none,False,korean,casual,TFAM_04758_G01,,ai_generated,"Claude batch S02_03, prompt version 2.0",S02_03,pending,103,reply_forward,False,TFAM_04758,Claude,,auto_pass,SGRP_04384,train,unchanged,
2897,EMAIL_S12_FAM_043,1,spam_or_fraud,email,S12_가족_지인_임직원_사칭,휴대전화 번호 변경,최종상사요청 대금납부!,,최종상사요청 대금납부!,최종상사요청 대금납부!,사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,transfer_money,10-30,light,misspelling,none,False,korean,urgent,TFAM_06719_G01,PAIR_FINAL_IMPERSONATION_008,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_S12_02,pending,12,subject_only,False,TFAM_06719,ChatGPT,FINAL_S12_휴대전화 번호 변경_V1,auto_pass,SGRP_01502,train,rewrite_rebalance,스팸 81~200자 과다 완화 및 짧은·장문 범위 보강; final_quality_compact_rewrite; final_semantic_pair_rebuild
2898,EMAIL_N04B_CARD_010,0,normal,email,N04_금융_은행_안내,카드 사용 알림,카드 재발급 완료 안내,"공식 카드: https://example.invalid/official
요청하신 카드 재발급이 완료되어 발송되었습니다. 자세한 내용은 공식 안내에…","제목: 카드 재발급 완료 안내
본문: 공식 카드: https://example.invalid/official
요청하신 카드 재발급이 완료되어 발송되었습니다. 자세한 내용은 공식 안내에…","제목: 카드 재발급 완료 안내
본문: 공식 카드: [URL]
요청하신 카드 재발급이 완료되어 발송되었습니다. 자세한 내용은 공식 안내에…",정상 재발급 완료,information,31-80,none,none,normal,False,korean,formal,TFAM_02121_G01,,ai_generated,"Claude batch N04_02, prompt version 2.0",N04_02,pending,76,subject_body,False,TFAM_02121,Claude,,auto_pass,SGRP_01852,train,corrected,surface_artifact_cleanup; metadata_token_consistency_fix; compact_boilerplate_diversified
